id,text,platform,topic,time_of_day,text_length,has_emoji,word_count,contains_punctuation_emphasis,emotion
11232,The trailer dropped and I've watched it four times already.,support_ticket,work,afternoon,59,False,10,False,excitement
11233,We hit a goal everyone said was unrealistic. Feels good to be unrealistic. Really.,twitter,product_feedback,afternoon,82,False,14,False,pride
11234,First time ever finishing in the top 10. Years of training paid off.,review,personal,morning,68,False,13,False,pride
11235,"Charged twice. Refund requested. Eleven days later, nothing.",support_ticket,customer_service,morning,60,False,8,False,frustration
11236,"Yes, please send me one more email asking if my issue was resolved before it was.",review,personal,evening,81,False,16,False,sarcasm
11237,The system maintenance is scheduled for Sunday between 2am and 4am.,chat,personal,afternoon,67,False,11,False,neutral
11238,Haven't checked the markets today. Probably shouldn't.,review,health,evening,54,False,7,False,anxiety
11239,Asked for a supervisor. Was put back in the queue. Unbelievable. Really.,twitter,finance,morning,72,False,12,False,frustration
11240,New season drops at midnight and I am very much awake.,twitter,social,afternoon,54,False,11,False,excitement
11241,We hit 10k users today. Started this project alone in my bedroom.,twitter,customer_service,afternoon,65,False,12,False,excitement
11242,Your subscription renews on the 15th of next month.,review,work,afternoon,51,False,9,False,neutral
11243,My student passed her board exams. I taught her everything she used today.,review,finance,afternoon,74,False,13,False,pride
11244,My order arrived a day early and everything was perfect.,chat,health,morning,56,False,10,False,joy
11245,The trailer dropped and I've watched it four times already.,review,work,evening,59,False,10,False,excitement
11246,The leaderboard just updated and we moved to #2. LETS GO.,chat,product_feedback,morning,57,False,11,False,excitement
11247,Waiting for feedback on the proposal. Refreshing my inbox every ten minutes. Honestly.,chat,work,evening,86,False,13,False,anxiety
11248,My doctor said the results would be in by now. They're not.,review,product_feedback,afternoon,59,False,12,False,anxiety
11249,My order shows delivered but there is nothing at my door.,support_ticket,customer_service,afternoon,57,False,11,False,frustration
11250,My visa got approved. Moving to a new country in 6 weeks.,chat,personal,afternoon,57,False,12,False,excitement
11251,Company retreat next week. First time the whole team meets in person.,chat,product_feedback,afternoon,69,False,12,False,excitement
11252,Reached out about the role I was really excited about. Already filled.,chat,finance,night,70,False,12,False,disappointment
11253,My order shows delivered but there is nothing at my door.,review,finance,evening,57,False,11,False,frustration
11254,New season drops at midnight and I am very much awake.,twitter,customer_service,evening,54,False,11,False,excitement
11255,Deadline is in four hours and I'm still not confident this is ready.,twitter,finance,evening,68,False,13,False,anxiety
11256,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,health,night,71,False,14,False,sarcasm
11257,Submitted my request two weeks ago. Still pending. No updates.,twitter,personal,night,62,False,10,False,frustration
11258,Your subscription renews on the 15th of next month.,chat,product_feedback,evening,51,False,9,False,neutral
11259,Random act of kindness from a stranger today. Restored my faith.,chat,finance,night,64,False,11,False,joy
11260,Saw an old friend today completely by accident. Made my whole week.!,chat,finance,evening,68,False,12,True,joy
11261,Company retreat next week. First time the whole team meets in person.,support_ticket,product_feedback,night,69,False,12,False,excitement
11262,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,chat,health,morning,62,False,10,False,excitement
11263,Kids fell asleep without a fight tonight. I might cry.,review,customer_service,afternoon,54,False,10,False,joy
11264,First run in weeks and I feel like a new person.,support_ticket,finance,morning,48,False,11,False,joy
11265,The office will be closed on Friday for the public holiday.,twitter,work,afternoon,59,False,11,False,neutral
11266,We've updated our privacy policy. You can view it on our website.,support_ticket,work,evening,65,False,12,False,neutral
11267,Oh you moved the settings menu again. Fun surprise.,support_ticket,tech,morning,51,False,9,False,sarcasm
11268,The conference was underwhelming. Sessions felt rushed and surface level.,support_ticket,work,afternoon,73,False,10,False,disappointment
11269,Thought we'd crossed a milestone today. Numbers say otherwise.,review,work,afternoon,62,False,9,False,disappointment
11270,The client said it was the best work they've received in years.!,support_ticket,work,morning,64,False,12,True,pride
11271,"Oh wonderful, the app needs an update to do the thing it did yesterday.!",chat,tech,evening,72,False,14,True,sarcasm
11272,Kids fell asleep without a fight tonight. I might cry. Not sure what to think.,chat,personal,night,78,False,15,False,joy
11273,My mom called just to say she's proud of me. I didn't realize I needed that.,twitter,finance,night,76,False,16,False,joy
11274,My order arrived a day early and everything was perfect.,support_ticket,social,morning,56,False,10,False,joy
11275,Our product just hit the front page. This is it.,chat,product_feedback,morning,48,False,10,False,excitement
11276,Your account has been created. You can log in with the email provided.,review,product_feedback,morning,70,False,13,False,neutral
11277,Got the feedback. A lot of it was fair. Still hard to read.,twitter,social,afternoon,59,False,13,False,disappointment
11278,Saw an old friend today completely by accident. Made my whole week.,review,social,afternoon,67,False,12,False,joy
11279,The sequel didn't capture anything that made the original special.,chat,finance,morning,66,False,10,False,disappointment
11280,Love how the error message just says 'something went wrong'. So helpful.,review,health,night,72,False,12,False,sarcasm
11281,The new version is available for download from the usual location.,chat,finance,evening,66,False,11,False,neutral
11282,It's raining outside and I have nowhere to be. Perfect day.,review,social,night,59,False,11,False,joy
11283,My student passed her board exams. I taught her everything she used today.,review,customer_service,night,74,False,13,False,pride
11284,We didn't make it to the finals. The team gave everything. Still hurts.,twitter,health,evening,71,False,13,False,disappointment
11285,The package should arrive between Tuesday and Thursday.,twitter,work,evening,55,False,8,False,neutral
11286,Thought we'd crossed a milestone today. Numbers say otherwise. Honestly.,review,work,morning,72,False,10,False,disappointment
11287,The form won't let me proceed without a field that doesn't apply to me.,chat,product_feedback,morning,71,False,14,False,frustration
11288,Turned down a bigger offer to stay and lead this team. No regrets.,support_ticket,tech,night,66,False,13,False,pride
11289,My mentor is leaving the company. Genuinely one of the best people here.,review,finance,night,72,False,13,False,disappointment
11290,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,social,afternoon,71,False,14,False,sarcasm
11291,My parents watched me give the keynote. Worth every practice run. Honestly.,review,health,evening,75,False,12,False,pride
11292,Just got the call. We're in. Season starts in two months. Not sure what to think.,review,customer_service,afternoon,81,False,16,False,excitement
11293,My account got flagged for unusual activity. I didn't do anything unusual.,chat,personal,evening,74,False,12,False,anxiety
11294,I reviewed the document. A few minor edits noted in the comments.,review,customer_service,morning,65,False,12,False,neutral
11295,They added a dark mode. Pity about everything else.,chat,tech,evening,51,False,9,False,sarcasm
11296,Submitted my request two weeks ago. Still pending. No updates.,chat,product_feedback,night,62,False,10,False,frustration
11297,Thanks for the 'fix'. The bug is now in a different place..,twitter,customer_service,morning,59,False,12,False,sarcasm
11298,We hit 10k users today. Started this project alone in my bedroom.,review,product_feedback,morning,65,False,12,False,excitement
11299,My team didn't need me to jump in once today. That's the whole goal.,chat,finance,morning,68,False,14,False,pride
11300,My order arrived a day early and everything was perfect.,support_ticket,health,morning,56,False,10,False,joy
11301,We hit 10k users today. Started this project alone in my bedroom.,review,work,morning,65,False,12,False,excitement
11302,Three stars. Not bad. But I wanted it to be great.,twitter,work,evening,50,False,11,False,disappointment
11303,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,chat,health,morning,82,False,14,False,anxiety
11304,Can't sleep again. Running through every possible thing that could go wrong.,chat,product_feedback,afternoon,76,False,12,False,anxiety
11305,The coffee this morning hit different. Life is good.!,support_ticket,social,morning,53,False,9,True,joy
11306,Love being told to clear my cache. Never heard that one before..,chat,customer_service,afternoon,64,False,12,False,sarcasm
11307,We've updated our privacy policy. You can view it on our website.,chat,customer_service,night,65,False,12,False,neutral
11308,Confirming receipt of your message. We'll follow up shortly.,twitter,finance,evening,60,False,9,False,neutral
11309,We've updated our privacy policy. You can view it on our website.,review,tech,afternoon,65,False,12,False,neutral
11310,My order arrived a day early and everything was perfect.,twitter,personal,afternoon,56,False,10,False,joy
11311,The app crashes every single time I try to export. Every. Single. Time.,chat,finance,night,71,False,13,False,frustration
11312,My team didn't need me to jump in once today. That's the whole goal.,twitter,health,night,68,False,14,False,pride
11313,Shipped the feature in half the time we estimated. Team was incredible..,twitter,health,night,72,False,12,False,pride
11314,My doctor said the results would be in by now. They're not.,review,product_feedback,afternoon,59,False,12,False,anxiety
11315,My order shows delivered but there is nothing at my door.,review,product_feedback,night,57,False,11,False,frustration
11316,Three separate apps for three things that used to be one. Progress.,chat,health,night,67,False,12,False,sarcasm
11317,Just got the call. We're in. Season starts in two months.,chat,work,evening,57,False,11,False,excitement
11318,My account got flagged for unusual activity. I didn't do anything unusual. Honestly.,chat,personal,morning,84,False,13,False,anxiety
11319,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",support_ticket,product_feedback,morning,77,False,14,False,sarcasm
11320,The new version is available for download from the usual location.,review,product_feedback,night,66,False,11,False,neutral
11321,Got a calendar invite titled 'Quick chat' from my manager. Just that. Honestly.,review,product_feedback,afternoon,79,False,13,False,anxiety
11322,My parents watched me give the keynote. Worth every practice run.,twitter,health,night,65,False,11,False,pride
11323,My kid stood up for someone being bullied today. Without being asked. Honestly.,support_ticket,finance,evening,79,False,13,False,pride
11324,The website logged me out in the middle of completing a form. Lost everything.,twitter,personal,evening,78,False,14,False,frustration
11325,"Oh great, another update that changed everything I already knew how to use. Not sure what to think.",twitter,social,morning,99,False,18,False,sarcasm
11326,"Yes, please send me one more email asking if my issue was resolved before it was.",twitter,product_feedback,night,81,False,16,False,sarcasm
11327,My mom called just to say she's proud of me. I didn't realize I needed that.,review,work,morning,76,False,16,False,joy
11328,The product we shipped is being used by people I've never met. Surreal.,chat,social,morning,71,False,13,False,pride
11329,Another terms and conditions update. Can't wait to not read it.,twitter,finance,evening,63,False,11,False,sarcasm
11330,The app crashes every single time I try to export. Every. Single. Time.!,chat,finance,morning,72,False,13,True,frustration
11331,New phone ships tomorrow. Haven't slept properly thinking about it.,support_ticket,health,evening,67,False,10,False,excitement
11332,My article got cited in a research paper. Still processing that.,chat,work,evening,64,False,11,False,pride
11333,Turned down a bigger offer to stay and lead this team. No regrets.,chat,finance,afternoon,66,False,13,False,pride
11334,Kids fell asleep without a fight tonight. I might cry.,support_ticket,personal,morning,54,False,10,False,joy
11335,Had to repeat my account details to three different agents today.,twitter,personal,afternoon,65,False,11,False,frustration
11336,The new location doesn't have the same feel as the original at all.,support_ticket,work,evening,67,False,13,False,disappointment
11337,The meeting has been moved to Thursday at 2pm.,chat,customer_service,afternoon,46,False,9,False,neutral
11338,The update broke the one feature I actually used.,chat,customer_service,night,49,False,9,False,frustration
11339,New phone ships tomorrow. Haven't slept properly thinking about it.,chat,product_feedback,night,67,False,10,False,excitement
11340,My parents watched me give the keynote. Worth every practice run.,twitter,product_feedback,night,65,False,11,False,pride
11341,The app crashes every single time I try to export. Every. Single. Time.!,twitter,product_feedback,night,72,False,13,True,frustration
11342,Submitted my request two weeks ago. Still pending. No updates.,support_ticket,work,night,62,False,10,False,frustration
11343,The upgrade honestly isn't worth it at this price.,chat,product_feedback,morning,50,False,9,False,disappointment
11344,Expected a lot more based on the reviews. It's fine. Just fine.,support_ticket,finance,afternoon,63,False,12,False,disappointment
11345,Had to repeat my account details to three different agents today.!,support_ticket,tech,evening,66,False,11,True,frustration
11346,Big presentation in two hours. Keep rehearsing in my head but nothing feels ready.,chat,social,afternoon,82,False,14,False,anxiety
11347,My order arrived a day early and everything was perfect.,twitter,personal,evening,56,False,10,False,joy
11348,Ordered the special and they were out of it. Just found out after waiting.,review,tech,night,74,False,14,False,disappointment
11349,My account got flagged for unusual activity. I didn't do anything unusual. Not sure what to think.,chat,customer_service,night,98,False,17,False,anxiety
11350,Another terms and conditions update. Can't wait to not read it.!,review,work,evening,64,False,11,True,sarcasm
11351,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,twitter,finance,afternoon,82,False,17,False,frustration
11352,"Oh wonderful, the app needs an update to do the thing it did yesterday.",review,health,morning,71,False,14,False,sarcasm
11353,They added a dark mode. Pity about everything else.,twitter,work,afternoon,51,False,9,False,sarcasm
11354,"Oh great, another update that changed everything I already knew how to use.",review,personal,night,75,False,13,False,sarcasm
11355,My kid stood up for someone being bullied today. Without being asked.,chat,tech,evening,69,False,12,False,pride
11356,Got a calendar invite titled 'Quick chat' from my manager. Just that. Honestly.,support_ticket,health,morning,79,False,13,False,anxiety
11357,The sequel didn't capture anything that made the original special..,review,personal,morning,67,False,10,False,disappointment
11358,WE GOT THE FUNDING. Announcing next week. Cannot contain this.,support_ticket,customer_service,evening,62,False,10,False,excitement
11359,The office will be closed on Friday for the public holiday.,support_ticket,finance,morning,59,False,11,False,neutral
11360,They added a dark mode. Pity about everything else.,review,work,morning,51,False,9,False,sarcasm
11361,Kids fell asleep without a fight tonight. I might cry. Honestly.,review,social,morning,64,False,11,False,joy
11362,"Oh wonderful, the app needs an update to do the thing it did yesterday.",chat,health,afternoon,71,False,14,False,sarcasm
11363,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",twitter,work,morning,77,False,14,False,sarcasm
11364,We've updated our privacy policy. You can view it on our website.,review,product_feedback,night,65,False,12,False,neutral
11365,Deadline is in four hours and I'm still not confident this is ready.,chat,health,evening,68,False,13,False,anxiety
11366,Attached is the updated version of the report.,support_ticket,finance,evening,46,False,8,False,neutral
11367,New phone ships tomorrow. Haven't slept properly thinking about it.,twitter,tech,morning,67,False,10,False,excitement
11368,Just booked flights. Three weeks and I'll be in Tokyo for the first time.,chat,social,afternoon,73,False,14,False,excitement
11369,The trailer dropped and I've watched it four times already.,review,product_feedback,afternoon,59,False,10,False,excitement
11370,Random act of kindness from a stranger today. Restored my faith. Not sure what to think.,support_ticket,social,afternoon,88,False,16,False,joy
11371,We hit a goal everyone said was unrealistic. Feels good to be unrealistic.,support_ticket,work,morning,74,False,13,False,pride
11372,Just demoed to our biggest potential client ever. They want a proposal.,review,health,night,71,False,12,False,excitement
11373,Got promoted. Still can't believe it's real.,twitter,finance,afternoon,44,False,7,False,joy
11374,Shipped the feature in half the time we estimated. Team was incredible.,twitter,personal,night,71,False,12,False,pride
11375,My kid stood up for someone being bullied today. Without being asked. Honestly.,twitter,finance,night,79,False,13,False,pride
11376,Just demoed to our biggest potential client ever. They want a proposal.,chat,health,evening,71,False,12,False,excitement
11377,Saw an old friend today completely by accident. Made my whole week.,twitter,product_feedback,morning,67,False,12,False,joy
11378,Asked for a supervisor. Was put back in the queue. Unbelievable.!,chat,customer_service,afternoon,65,False,11,True,frustration
11379,"Yes, a survey right now makes perfect sense. Love the timing. Really.",review,finance,afternoon,69,False,12,False,sarcasm
11380,Love how the error message just says 'something went wrong'. So helpful.,chat,customer_service,night,72,False,12,False,sarcasm
11381,Random act of kindness from a stranger today. Restored my faith.,support_ticket,customer_service,evening,64,False,11,False,joy
11382,Another terms and conditions update. Can't wait to not read it.,review,work,afternoon,63,False,11,False,sarcasm
11383,The new version is available for download from the usual location.,twitter,social,afternoon,66,False,11,False,neutral
11384,Just demoed to our biggest potential client ever. They want a proposal.,twitter,health,morning,71,False,12,False,excitement
11385,I'll send over the details once I have them confirmed.,chat,customer_service,evening,54,False,10,False,neutral
11386,Got early access. Installing right now. Hands literally shaking.,chat,work,evening,64,False,9,False,excitement
11387,Love how the error message just says 'something went wrong'. So helpful.,chat,health,night,72,False,12,False,sarcasm
11388,I reviewed the document. A few minor edits noted in the comments.,chat,customer_service,morning,65,False,12,False,neutral
11389,Reached out about the role I was really excited about. Already filled.,review,health,night,70,False,12,False,disappointment
11390,The conference was underwhelming. Sessions felt rushed and surface level.,twitter,work,morning,73,False,10,False,disappointment
11391,Your account has been created. You can log in with the email provided.,support_ticket,health,night,70,False,13,False,neutral
11392,We bootstrapped to profitability. No outside funding. Just us. Really.,support_ticket,health,night,70,False,10,False,pride
11393,The package should arrive between Tuesday and Thursday.,review,work,morning,55,False,8,False,neutral
11394,Thought we'd crossed a milestone today. Numbers say otherwise.,support_ticket,health,evening,62,False,9,False,disappointment
11395,The collaboration fell through. We were really looking forward to it.,twitter,work,morning,69,False,11,False,disappointment
11396,Got a handwritten thank you note from a customer. Framed it..,support_ticket,health,evening,61,False,11,False,joy
11397,My parents watched me give the keynote. Worth every practice run.,review,customer_service,morning,65,False,11,False,pride
11398,My mentor is leaving the company. Genuinely one of the best people here.,twitter,health,afternoon,72,False,13,False,disappointment
11399,The team is currently working on it. Will update when complete.,chat,product_feedback,night,63,False,11,False,neutral
11400,My mom called just to say she's proud of me. I didn't realize I needed that.!,support_ticket,tech,morning,77,False,16,True,joy
11401,Our product just hit the front page. This is it.!,review,health,evening,49,False,10,True,excitement
11402,The meeting has been moved to Thursday at 2pm.,twitter,health,morning,46,False,9,False,neutral
11403,Reached out about the role I was really excited about. Already filled.,review,tech,morning,70,False,12,False,disappointment
11404,Let me know if you need anything else from my end.,chat,work,afternoon,50,False,11,False,neutral
11405,Haven't heard back after the final interview. It's been five days.,review,customer_service,night,66,False,11,False,anxiety
11406,The sequel didn't capture anything that made the original special.,support_ticket,tech,afternoon,66,False,10,False,disappointment
11407,Kids fell asleep without a fight tonight. I might cry.,review,personal,morning,54,False,10,False,joy
11408,Just booked flights. Three weeks and I'll be in Tokyo for the first time.,support_ticket,finance,afternoon,73,False,14,False,excitement
11409,The food was so good I ordered the same thing twice.,twitter,work,evening,52,False,11,False,joy
11410,Nominated for the award by my peers. Means more than any other kind.,support_ticket,customer_service,night,68,False,13,False,pride
11411,My mentor is leaving the company. Genuinely one of the best people here.,chat,finance,morning,72,False,13,False,disappointment
11412,The update broke the one feature I actually used.,review,personal,evening,49,False,9,False,frustration
11413,Expected a lot more based on the reviews. It's fine. Just fine.,chat,personal,night,63,False,12,False,disappointment
11414,Third time I've explained this issue in this ticket. Starting from scratch again.,twitter,personal,evening,81,False,13,False,frustration
11415,Company retreat next week. First time the whole team meets in person.,review,tech,evening,69,False,12,False,excitement
11416,My doctor said the results would be in by now. They're not. Not sure what to think.,twitter,health,evening,83,False,17,False,anxiety
11417,My parents watched me give the keynote. Worth every practice run.,support_ticket,personal,night,65,False,11,False,pride
11418,Your account has been created. You can log in with the email provided.,support_ticket,work,afternoon,70,False,13,False,neutral
11419,The sunset tonight was unreal. Had to put my phone down just to watch.,chat,product_feedback,morning,70,False,14,False,joy
11420,"Charged twice. Refund requested. Eleven days later, nothing.",chat,tech,night,60,False,8,False,frustration
11421,Got a handwritten thank you note from a customer. Framed it.,twitter,social,evening,60,False,11,False,joy
11422,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",chat,work,morning,67,False,12,False,sarcasm
11423,Applied for the mortgage. Just waiting now. Everything is on hold until we know.,support_ticket,finance,morning,80,False,14,False,anxiety
11424,Thanks for the 'fix'. The bug is now in a different place.,twitter,work,morning,58,False,12,False,sarcasm
11425,First run in weeks and I feel like a new person. Really.,twitter,tech,afternoon,56,False,12,False,joy
11426,The coffee this morning hit different. Life is good.,review,tech,evening,52,False,9,False,joy
11427,Thanks for the 'fix'. The bug is now in a different place.,twitter,work,evening,58,False,12,False,sarcasm
11428,The update broke the one feature I actually used. Really.,twitter,social,evening,57,False,10,False,frustration
11429,Reached out about the role I was really excited about. Already filled..,chat,customer_service,morning,71,False,12,False,disappointment
11430,The beta just went live. Watching signups come in real time. Insane.,support_ticket,finance,night,68,False,12,False,excitement
11431,Another terms and conditions update. Can't wait to not read it.,chat,product_feedback,evening,63,False,11,False,sarcasm
11432,Replied to this exact email three times now. Does anyone actually read these?,support_ticket,product_feedback,morning,77,False,13,True,frustration
11433,The feature was removed because 'not enough users requested it.' Just me then.,review,social,night,78,False,13,False,sarcasm
11434,The feature was removed because 'not enough users requested it.' Just me then.,chat,customer_service,morning,78,False,13,False,sarcasm
11435,The meeting has been moved to Thursday at 2pm.,twitter,work,afternoon,46,False,9,False,neutral
11436,Asked for a supervisor. Was put back in the queue. Unbelievable. Really.,review,health,morning,72,False,12,False,frustration
11437,"Yes, a survey right now makes perfect sense. Love the timing..",chat,social,morning,62,False,11,False,sarcasm
11438,Three separate apps for three things that used to be one. Progress. Honestly.,chat,health,night,77,False,13,False,sarcasm
11439,Thought we'd crossed a milestone today. Numbers say otherwise. Not sure what to think.,twitter,social,afternoon,86,False,14,False,disappointment
11440,"Sure, I'll just restart my computer for the fourth time today. That'll do it.",chat,work,morning,77,False,14,False,sarcasm
11441,The office will be closed on Friday for the public holiday.,support_ticket,tech,night,59,False,11,False,neutral
11442,The website logged me out in the middle of completing a form. Lost everything.,chat,finance,night,78,False,14,False,frustration
11443,Thanks for the 'fix'. The bug is now in a different place.,twitter,customer_service,afternoon,58,False,12,False,sarcasm
11444,The sequel didn't capture anything that made the original special.,chat,social,evening,66,False,10,False,disappointment
11445,Thanks for the 'fix'. The bug is now in a different place..,chat,tech,morning,59,False,12,False,sarcasm
11446,Shipped the feature in half the time we estimated. Team was incredible.,twitter,health,afternoon,71,False,12,False,pride
11447,The beta just went live. Watching signups come in real time. Insane.,review,work,morning,68,False,12,False,excitement
11448,My parents watched me give the keynote. Worth every practice run.,support_ticket,health,night,65,False,11,False,pride
11449,Another terms and conditions update. Can't wait to not read it. Really.,review,finance,afternoon,71,False,12,False,sarcasm
11450,We didn't make it to the finals. The team gave everything. Still hurts.,support_ticket,work,morning,71,False,13,False,disappointment
11451,Got promoted. Still can't believe it's real.,review,social,evening,44,False,7,False,joy
11452,Three years of night classes and I finally have the degree.,review,tech,night,59,False,11,False,pride
11453,The trailer dropped and I've watched it four times already.,twitter,work,night,59,False,10,False,excitement
11454,Love how the error message just says 'something went wrong'. So helpful.,support_ticket,finance,night,72,False,12,False,sarcasm
11455,They added a dark mode. Pity about everything else.,chat,customer_service,morning,51,False,9,False,sarcasm
11456,WE GOT THE FUNDING. Announcing next week. Cannot contain this. Really.,twitter,health,afternoon,70,False,11,False,excitement
11457,Your subscription renews on the 15th of next month.,support_ticket,social,night,51,False,9,False,neutral
11458,Thanks for the 'fix'. The bug is now in a different place.,twitter,personal,morning,58,False,12,False,sarcasm
11459,The meeting has been moved to Thursday at 2pm.,support_ticket,social,night,46,False,9,False,neutral
11460,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,review,social,morning,82,False,17,False,frustration
11461,The office will be closed on Friday for the public holiday.,support_ticket,social,evening,59,False,11,False,neutral
11462,The leaderboard just updated and we moved to #2. LETS GO.,chat,customer_service,night,57,False,11,False,excitement
11463,We hit a goal everyone said was unrealistic. Feels good to be unrealistic.,support_ticket,personal,afternoon,74,False,13,False,pride
11464,The office will be closed on Friday for the public holiday.,chat,tech,night,59,False,11,False,neutral
11465,Three separate apps for three things that used to be one. Progress.,twitter,finance,morning,67,False,12,False,sarcasm
11466,Been on hold for 47 minutes. Still no answer. Just tell me if the service is down.,twitter,work,morning,82,False,17,False,frustration
11467,Your subscription renews on the 15th of next month.,chat,finance,evening,51,False,9,False,neutral
11468,Shipped the feature in half the time we estimated. Team was incredible.!,support_ticket,health,afternoon,72,False,12,True,pride
11469,Another terms and conditions update. Can't wait to not read it.,review,customer_service,afternoon,63,False,11,False,sarcasm
11470,My doctor said the results would be in by now. They're not.,chat,customer_service,afternoon,59,False,12,False,anxiety
11471,Shipped the feature in half the time we estimated. Team was incredible.,twitter,social,afternoon,71,False,12,False,pride
11472,Got a handwritten thank you note from a customer. Framed it.,chat,health,night,60,False,11,False,joy
11473,Kids fell asleep without a fight tonight. I might cry.,support_ticket,customer_service,morning,54,False,10,False,joy
11474,Launching publicly tomorrow. What if nobody shows up. Honestly.,chat,customer_service,evening,63,False,9,False,anxiety
11475,The upgrade honestly isn't worth it at this price.,chat,work,night,50,False,9,False,disappointment
11476,"Wow, a 4 hour delivery window. So specific. Really narrows it down.",review,finance,evening,67,False,12,False,sarcasm
11477,Got a calendar invite titled 'Quick chat' from my manager. Just that.,chat,product_feedback,morning,69,False,12,False,anxiety
11478,Sent the email and immediately found a typo. To 300 people.,chat,customer_service,night,59,False,11,False,anxiety
11479,"Charged twice. Refund requested. Eleven days later, nothing. Really.",support_ticket,work,morning,68,False,9,False,frustration
11480,They reduced the portion size and kept the price the same. Classic.,review,work,afternoon,67,False,12,False,disappointment
11481,My kid stood up for someone being bullied today. Without being asked.,chat,customer_service,afternoon,69,False,12,False,pride
11482,Shipped the feature in half the time we estimated. Team was incredible.,support_ticket,personal,morning,71,False,12,False,pride
11483,We've updated our privacy policy. You can view it on our website.,support_ticket,customer_service,night,65,False,12,False,neutral
11484,Can't sleep again. Running through every possible thing that could go wrong..,twitter,social,morning,77,False,12,False,anxiety
11485,The sunset tonight was unreal. Had to put my phone down just to watch.,review,social,night,70,False,14,False,joy
11486,The trailer dropped and I've watched it four times already. Really.,support_ticket,product_feedback,night,67,False,11,False,excitement
11487,Let me know if you need anything else from my end.,chat,tech,night,50,False,11,False,neutral
11488,Deadline is in four hours and I'm still not confident this is ready.!,chat,work,night,69,False,13,True,anxiety
11489,Had to repeat my account details to three different agents today.,support_ticket,health,morning,65,False,11,False,frustration
11490,Love being told to clear my cache. Never heard that one before.,support_ticket,work,evening,63,False,12,False,sarcasm
11491,The upgrade honestly isn't worth it at this price.,twitter,social,evening,50,False,9,False,disappointment
11492,We didn't make it to the finals. The team gave everything. Still hurts.,chat,finance,night,71,False,13,False,disappointment
11493,My team didn't need me to jump in once today. That's the whole goal.,twitter,customer_service,night,68,False,14,False,pride
11494,Your subscription renews on the 15th of next month.,review,work,evening,51,False,9,False,neutral
11495,"Oh wonderful, the app needs an update to do the thing it did yesterday.",twitter,health,night,71,False,14,False,sarcasm
11496,Company retreat next week. First time the whole team meets in person.,twitter,personal,morning,69,False,12,False,excitement
11497,Oh you moved the settings menu again. Fun surprise. Really.,review,personal,morning,59,False,10,False,sarcasm
11498,Just booked flights. Three weeks and I'll be in Tokyo for the first time. Really.,chat,tech,night,81,False,15,False,excitement
11499,My kid stood up for someone being bullied today. Without being asked.,chat,personal,afternoon,69,False,12,False,pride
11500,The feature was removed because 'not enough users requested it.' Just me then.,review,social,morning,78,False,13,False,sarcasm
11501,"The movie was okay. Considering how long we waited, just okay feels bad.!",twitter,tech,afternoon,73,False,13,True,disappointment
11502,Finally got accepted to the program I applied to three times.,review,tech,morning,61,False,11,False,excitement
11503,Random act of kindness from a stranger today. Restored my faith.,support_ticket,product_feedback,evening,64,False,11,False,joy
11504,Replied to this exact email three times now. Does anyone actually read these?,twitter,tech,night,77,False,13,True,frustration
11505,First time ever finishing in the top 10. Years of training paid off.!,chat,social,night,69,False,13,True,pride
11506,My order shows delivered but there is nothing at my door.,support_ticket,personal,afternoon,57,False,11,False,frustration
11507,The feature was removed because 'not enough users requested it.' Just me then.,review,health,night,78,False,13,False,sarcasm
11508,My doctor said the results would be in by now. They're not.,twitter,work,afternoon,59,False,12,False,anxiety
11509,Shipped the feature in half the time we estimated. Team was incredible.,review,work,evening,71,False,12,False,pride
11510,We've updated our privacy policy. You can view it on our website.,review,finance,night,65,False,12,False,neutral
11511,The fix they deployed made it worse. Not slightly worse. Much worse.,twitter,customer_service,night,68,False,12,False,frustration
11512,They reduced the portion size and kept the price the same. Classic.,review,product_feedback,evening,67,False,12,False,disappointment
11513,They reduced the portion size and kept the price the same. Classic.,chat,customer_service,afternoon,67,False,12,False,disappointment
11514,The collaboration fell through. We were really looking forward to it.,review,finance,night,69,False,11,False,disappointment
11515,The coffee this morning hit different. Life is good.,chat,product_feedback,night,52,False,9,False,joy
11516,First time ever finishing in the top 10. Years of training paid off. Really.,review,work,evening,76,False,14,False,pride
11517,Shipped the feature in half the time we estimated. Team was incredible.,support_ticket,tech,evening,71,False,12,False,pride
11518,My parents watched me give the keynote. Worth every practice run.,support_ticket,customer_service,morning,65,False,11,False,pride
11519,Asked for a supervisor. Was put back in the queue. Unbelievable.,review,work,night,64,False,11,False,frustration
11520,The fix they deployed made it worse. Not slightly worse. Much worse.,chat,personal,morning,68,False,12,False,frustration
11521,Just demoed to our biggest potential client ever. They want a proposal.,review,finance,night,71,False,12,False,excitement
11522,"The movie was okay. Considering how long we waited, just okay feels bad.",support_ticket,customer_service,evening,72,False,13,False,disappointment
